"volume_id","x","y","z","zone","epithelial","APC","CTL","Treg","T_helper"
"V01",3.47677845880389,1.34629862010479,3.34698315896094,"Intermediate",1.6573198485626,-0.204335016219202,-0.514570219131288,0.122030427818872,-1.49288834622051
"V02",3.52109421230853,0.412639331072569,0.822328855283558,"Low",1.41075296733717,0.492873616386869,0.898109409616528,0.236731079195299,1.17739819140745
"V01",0.655654666945338,4.42625146359205,0.136196789331734,"Low",-0.396327003672485,-0.757798256263622,-0.708599005924011,0.765399288758858,0.266538851683138
"V02",0.276954427361488,1.1353692561388,1.8948931787163,"Low",0.717920084301153,1.80089749457877,0.655541836279477,0.477295384574839,1.13613022171162
"V01",7.42921585403383,1.27107659727335,1.58878530934453,"Intermediate",-0.0774351430037638,0.136252097551875,0.0732519662447301,0.477685475877693,-0.379353078257802
"V02",2.35653037764132,6.2304721083492,0.649800033308566,"Intermediate",-0.196197819168386,-0.529645796823285,-0.395581417909159,0.334815307175399,-1.25190153570701
"V01",4.15379429981112,3.54999246448278,0.675273342058063,"Intermediate",-0.220883783051551,0.454782430489487,0.193413548840822,0.198634801133062,0.410065751637009
"V02",1.89117139950395,1.05217999778688,3.90724409557879,"Intermediate",1.29662694256727,0.0105288659877609,-0.463598258292296,-0.548098740456878,-1.14091047653932
"V01",7.77447846904397,4.53155806660652,1.24784932192415,"High",-1.8357768242082,-0.618410919106667,-0.684258039606249,1.55678067712396,1.82876379172266
"V02",5.06009200960398,6.19104910083115,1.4674867214635,"High",-0.827999861727717,0.46543717785202,1.22967309715733,-0.884609599165625,-0.125966947688182
"V01",7.66615332663059,3.36971244588494,0.562695450149477,"Intermediate",-0.665988251030323,0.121528168089276,-0.470163016826381,0.458721305620143,0.255014199144821
"V02",7.0908318310976,0.48664465919137,2.4565079882741,"Intermediate",-0.394916649740743,0.275609550887141,-0.371274416461428,-1.10894111546713,-1.51675355115075
"V01",4.18547010980546,3.08357146382332,2.57637942675501,"Intermediate",0.292353702360042,-0.165054632826774,-0.893503399728478,0.216785737960375,0.231646792458605
"V02",5.72732507437468,3.69924092106521,1.02338993083686,"Intermediate",-0.05600336024,0.974124883704314,1.93733863672048,-0.0799670694331597,1.08501554394397
"V01",5.92514186352491,0.331390650942922,3.55223314557225,"Intermediate",0.732072852143269,-2.20919963933838,-1.14142609849738,0.919859755647157,-0.574107464996702
"V02",0.367170590907335,3.28580522537231,2.77165239769965,"Low",-0.137023490733394,0.308066751668951,0.684562317003753,-0.0291675390471402,0.00940662647719568
"V01",7.66234331019223,3.14024818129838,1.2428337726742,"High",-0.856144097616228,0.392156999721992,-1.16477137168721,-0.898032952235655,0.968962576665894
"V02",1.60909346491098,5.13885502703488,4.10286107566208,"High",-0.262797448566284,0.0523618355347521,-0.237410479331465,0.504861645797472,0.544061474873856
"V01",2.38731358572841,0.287487104535103,1.6396271949634,"Low",0.961451391050878,1.31735350714818,1.51733418392368,-0.661333233703679,0.696834953875203
"V02",7.16458134539425,0.744358131662011,3.24251980520785,"High",0.0447815226090163,-0.469446562781396,0.78540777071238,-1.68935041758033,0.0414853669796994
"V01",4.52860617637634,7.00393317639828,0.532578269951046,"High",-1.38883581900145,0.230198163639253,-1.17826344600252,0.608892554213034,0.356403586725181
"V02",3.6440638769418,0.0335838012397289,4.12728665955365,"Intermediate",1.57498028290773,0.0334196138990495,-2.24478590616585,1.55115394441694,2.63984018280595
"V01",3.19574644230306,1.26282697729766,3.36133749037981,"Intermediate",2.1584976163173,0.453306245681773,-1.33522091070085,0.727850437255876,0.482843547148216
"V02",0.664040243253112,4.06590311229229,2.54861766751856,"Low",-0.512024080088511,-0.159022053085897,-1.11225548026767,0.5850476624444,0.747704756955726
"V01",5.04280568286777,4.47129201702774,2.85153478570282,"High",-0.0423586922693678,-0.0797487272868191,0.527137741660328,-1.78780824642194,0.0608646237384513
"V02",3.72075991891325,2.69153053499758,0.840083185583353,"Low",0.721599309950172,-0.085516275411453,0.120634965957176,2.09199477175492,0.888657383292338
"V01",4.57902767322958,5.58634229190648,0.235504358075559,"Intermediate",-1.91570642067191,-0.317160951881727,1.6433430451677,-3.33903912255392,-0.321892608269104
"V02",5.29785354621708,2.27783885411918,0.545684112235904,"Low",0.392764000666374,-0.105805531739942,-0.0254952742719552,0.503375670771115,0.200410381238152
"V01",7.02326612919569,4.01735002547503,3.72282789181918,"High",0.0973449675664487,-1.22840902121732,-1.10088143610875,0.353730452348972,-2.02585122040548
"V02",3.03149589709938,5.13217745535076,2.47256696876138,"Intermediate",0.0153478746651962,0.723457212057342,1.72528465739836,-1.66344673100833,-0.885201677373585
